X,Y,Z,State,MicroHeight
1.985084,3.227211,0.615101,1,0.000000
2.077795,3.293732,0.594839,2,0.000000
2.385619,3.393515,0.559545,2,0.000000
2.419922,3.386591,0.540603,2,0.000000
2.477433,3.379798,0.533547,2,0.000000
1.779719,3.383746,0.528929,2,0.000000
1.727072,3.399103,0.516706,2,0.000000
1.669528,3.420095,0.509101,2,0.000000
NaN,NaN,0.508092,2,0.000000
1.713657,3.452463,0.507084,2,0.000000
1.819080,3.484006,0.506151,2,0.000000
1.695915,3.456422,0.505217,2,0.000000
NaN,NaN,0.505217,2,0.000000
1.601603,3.549943,0.505217,2,0.000000
1.606380,3.491256,0.505217,2,0.000000
1.606744,3.557545,0.505217,2,0.000000
1.621247,3.538122,0.505217,2,0.000000
1.883682,3.438809,0.505217,2,0.000000
1.568450,3.764484,0.504021,2,0.000000
NaN,NaN,0.502825,2,0.000000
1.942424,3.679199,0.502763,2,0.000000
1.792232,3.523782,0.502700,2,0.000000
NaN,NaN,0.499174,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.000000
NaN,NaN,NaN,2,0.126752
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,NaN,3,0.000000
NaN,NaN,0.364078,3,0.000000
NaN,NaN,0.364078,3,0.000000
NaN,NaN,0.364078,3,0.000000
NaN,NaN,0.364078,3,0.000000
NaN,NaN,0.381128,3,0.000000
NaN,NaN,0.405163,3,0.000000
NaN,NaN,0.429197,3,0.000000
NaN,NaN,0.421169,3,0.000000
NaN,NaN,0.413141,3,0.000000
1.985333,3.942393,0.421169,3,0.000000
NaN,NaN,0.413141,3,0.000000
NaN,NaN,0.421169,3,0.000000
1.617907,3.713536,0.413141,3,0.000000
NaN,NaN,0.421169,3,0.000000
NaN,NaN,0.429197,3,0.000000
NaN,NaN,0.421169,3,0.000000
NaN,NaN,0.413141,3,0.000000
1.680342,3.507886,0.421169,3,0.000000
1.668622,3.605661,0.429197,3,0.000000
NaN,NaN,0.431111,3,0.000000
NaN,NaN,0.433026,3,0.000000
NaN,NaN,0.436427,3,0.000000
NaN,NaN,0.439829,3,0.000000
1.660077,3.471910,0.445373,3,0.000000
1.510427,3.449295,0.450916,3,0.000000
1.525066,3.436481,0.492232,3,0.000000
1.660314,3.479199,0.533547,3,0.000000
2.134863,3.526606,0.544873,3,0.000000
1.981539,3.502081,0.556198,3,0.000000
2.270228,3.518857,0.566304,3,0.000000
1.751817,3.434323,0.587663,3,0.000000
2.213700,3.548948,0.598916,3,0.000000
1.743706,3.480947,0.630552,3,0.000000
1.929292,3.481902,0.630552,3,0.000000
2.223269,3.538179,0.662188,3,0.000000
2.180779,3.530492,0.663645,3,0.000000
1.933985,3.356714,0.665102,3,0.000000
2.026103,3.437116,0.667464,3,0.000000
2.184115,3.451074,0.670751,3,0.000000
2.101832,3.396198,0.671676,3,0.000000
2.231462,3.482721,0.671676,3,0.000000
2.024611,3.368011,0.672642,3,0.000000
2.027933,3.411201,0.673609,3,0.000000
2.080645,3.398550,0.673609,3,0.000000
2.156389,3.427476,0.675242,3,0.000000
1.903284,3.320275,0.678098,3,0.000000
1.914479,3.361335,0.680817,3,0.000000
2.018095,3.356517,0.683252,3,0.000000
1.860585,3.329800,0.685901,3,0.000000
2.096536,3.357770,0.689330,3,0.000000
1.964752,3.350176,0.691051,3,0.000000
2.063555,3.362428,0.694334,3,0.000000
2.780041,3.212245,0.697618,3,0.000000
2.059125,3.352532,0.704692,3,0.000000
2.470653,3.209497,0.767402,3,0.000000
2.291221,3.377712,0.824535,3,0.000000
2.209696,3.330586,0.826032,3,0.000000
2.304457,3.320271,0.836008,3,0.000000
2.318226,3.290688,0.838977,3,0.000000
2.253103,3.228614,0.843920,3,0.000000
2.307017,3.217050,0.848736,3,0.000000
2.229486,3.162561,0.849472,3,0.000000
2.206065,3.144723,0.864643,1,0.000000
2.116149,3.233379,0.993913,1,0.000000
2.280789,3.142398,0.999521,1,0.000000
2.236488,3.172099,1.010525,1,0.000000
2.254488,3.133474,1.141460,1,0.000000
2.266110,3.142663,1.160213,1,0.000000
2.268396,3.089490,1.160807,1,0.000000
2.174555,3.042775,1.170989,1,0.000000
2.296378,3.075187,1.313429,1,0.000000
NaN,NaN,1.313604,1,0.000000
NaN,NaN,1.322513,1,0.000000
2.180517,2.956158,1.332630,1,0.000000
2.107717,2.984456,1.469889,1,0.000000
NaN,NaN,1.637922,1,0.000000
2.109848,2.930626,1.645507,1,0.000000
1.999765,2.912408,1.669594,1,0.000000
2.143896,2.834981,1.693682,1,0.000000
2.108600,2.831542,1.704745,1,0.000000
2.144183,2.773148,1.705518,1,0.000000
2.141302,2.920732,1.706291,1,0.000000
2.042279,2.848806,1.710020,1,0.000000
2.089788,2.785631,1.713749,1,0.000000
2.162889,2.834871,1.715050,1,0.000000
2.119139,2.809910,1.729069,1,0.000000
2.001410,2.847347,1.741787,1,0.000000
1.963464,2.761384,1.741787,1,0.000000
1.926981,2.822788,1.741787,1,0.000000
1.876278,2.822680,1.753318,1,0.000000
1.826517,2.832009,1.753318,1,0.000000
1.798326,2.761868,1.777412,1,0.000000
1.804406,2.738564,1.753318,1,0.000000
1.707111,2.735531,1.768109,1,0.000000
1.697974,2.723720,1.781009,1,0.000000
1.698567,2.739688,1.781009,1,0.000000
NaN,NaN,1.779116,1,0.000000
NaN,NaN,1.779116,1,0.000000
1.689756,2.603273,1.781009,1,0.000000
NaN,NaN,1.779116,1,0.000000
NaN,NaN,1.753318,1,0.000000
NaN,NaN,1.741787,1,0.000000
NaN,NaN,1.736800,1,0.000000
NaN,NaN,1.716352,1,0.000000
1.607431,2.391041,1.715050,1,0.000000
NaN,NaN,1.713749,1,0.000000
1.571489,2.344877,1.713432,1,0.000000
1.528620,2.302315,1.713115,1,0.000000
1.565090,2.304075,1.706291,1,0.000000
1.564549,2.290182,1.705518,1,0.000000
NaN,NaN,1.699213,1,0.000000
1.571107,2.212697,1.704745,1,0.000000
1.551425,2.167857,1.678128,1,0.000000
1.549511,2.171619,1.648825,1,0.000000
1.535447,2.140024,1.647122,1,0.000000
1.528906,2.155448,1.645157,1,0.000000
1.520819,2.071662,1.645157,1,0.000000
NaN,NaN,1.638537,1,0.000000
NaN,NaN,1.631916,1,0.000000
1.472226,1.902238,1.611981,1,0.000000
1.463818,1.924369,1.589802,1,0.000000
1.428879,1.909774,1.567622,1,0.000000
1.587020,1.801648,1.567622,1,0.000000
NaN,NaN,1.542861,1,0.000000
NaN,NaN,1.518099,1,0.000000
NaN,NaN,1.513594,1,0.000000
NaN,NaN,1.506767,1,0.000000
1.608407,1.769518,1.488382,1,0.000000
NaN,NaN,1.473734,1,0.000000
1.676980,1.713872,1.473734,1,0.000000
NaN,NaN,1.473734,1,0.000000
1.737115,1.675497,1.476823,1,0.000000
1.737141,1.571382,1.476823,1,0.000000
1.689520,1.715691,1.476823,1,0.000000
1.763144,1.632176,1.476823,1,0.000000
1.782778,1.663140,1.470645,1,0.000000
1.759949,1.559705,1.470645,1,0.000000
1.725608,1.589095,1.470645,1,0.000000
1.766549,1.509471,1.473734,1,0.000000
1.766167,1.559738,1.476823,1,0.000000
1.804913,1.538341,1.476823,1,0.000000
NaN,NaN,1.479219,1,0.000000
1.844455,1.515570,1.479219,1,0.000000
1.820585,1.484802,1.478021,1,0.000000
1.822140,1.539233,1.479219,1,0.000000
1.857174,1.616658,1.479219,1,0.000000
1.851559,1.529470,1.479219,1,0.000000
1.844771,1.672469,1.484103,1,0.000000
1.889365,1.554443,1.494464,1,0.000000
1.816575,1.587430,1.494464,1,0.000000
1.791433,1.609731,1.499304,1,0.000000
1.767960,1.579360,1.509620,1,0.000000
1.791574,1.665960,1.509620,1,0.000000
1.789828,1.655994,1.511607,1,0.000000
1.746541,1.734771,1.513763,1,0.000000
1.683845,1.753918,1.519079,1,0.000000
1.743992,1.744020,1.524226,1,0.000000
1.736742,1.794951,1.524226,1,0.000000
1.674152,1.784833,1.526241,1,0.000000
1.658017,1.821369,1.526241,1,0.000000
1.688626,1.865871,1.528257,1,0.000000
1.593537,1.878654,1.529471,1,0.000000
NaN,NaN,1.530685,1,0.000000
1.593381,1.963048,1.559601,1,0.000000
NaN,NaN,1.559601,1,0.000000
NaN,NaN,1.595601,1,0.000000
1.567490,2.062464,1.608402,1,0.000000
1.530621,2.123477,1.617885,1,0.000000
NaN,NaN,1.621652,1,0.000000
1.569603,2.202096,1.621652,1,0.000000
1.627319,2.210576,1.627374,1,0.000000
1.620871,2.234659,1.633079,1,0.000000
NaN,NaN,1.637398,1,0.000000
1.695714,2.221314,1.637398,1,0.000000
1.628434,2.316201,1.637398,1,0.000000
NaN,NaN,1.637398,1,0.000000
1.662474,2.313008,1.637398,1,0.000000
NaN,NaN,1.633079,1,0.000000
1.666836,2.389359,1.632719,1,0.000000
NaN,NaN,1.632719,1,0.000000
NaN,NaN,1.630880,1,0.000000
1.661105,2.547191,1.602686,1,0.000000
NaN,NaN,1.588517,1,0.000000
1.608789,2.482271,1.559601,1,0.000000
1.687883,2.544804,1.529471,1,0.000000
1.633162,2.562813,1.529471,1,0.000000
1.670638,2.598931,1.528257,1,0.000000
NaN,NaN,1.513756,1,0.000000
1.730540,2.472874,1.497015,1,0.000000
1.764573,2.549097,1.489296,1,0.000000
1.783924,2.505440,1.481271,1,0.000000
1.798527,2.409189,1.469279,1,0.000000
1.791261,2.447610,1.457593,1,0.000000
1.810274,2.391354,1.457593,1,0.000000
1.827844,2.383015,1.390832,1,0.000000
1.847300,2.289563,1.291815,1,0.000000
1.850799,2.275700,1.259558,1,0.000000
1.812636,2.452243,1.237164,1,0.000000
1.891858,2.336461,1.237164,1,0.000000
1.911372,2.223908,1.087984,1,0.000000
1.908555,2.270536,1.020506,1,0.000000
1.887354,2.449453,1.020506,1,0.000000
1.931663,2.371480,0.936765,1,0.000000
1.881870,2.391304,0.920503,1,0.000000
NaN,NaN,0.866438,1,0.000000
2.021627,2.455582,0.866438,1,0.000000
1.953463,2.422425,0.866438,1,0.000000
1.921070,2.430475,0.866438,1,0.000000
1.989321,2.480565,0.889988,2,0.000000
1.973036,2.451346,0.866438,2,0.000000
1.805194,2.292130,0.866438,2,0.000000
1.888889,2.424478,0.866438,2,0.000000
1.922417,2.387535,0.866438,2,0.000000
NaN,NaN,0.866438,2,0.000000
1.939590,2.378765,0.866438,2,0.000000
1.859268,2.322921,0.866438,2,0.000000
1.883272,2.499479,0.866438,2,0.000000
NaN,NaN,0.866438,2,0.000000
1.950691,2.539997,0.866438,2,0.000000
1.934452,2.399526,0.866438,2,0.000000
NaN,NaN,0.866438,2,0.000000
1.992718,2.423180,0.866438,2,0.000000
1.943712,2.437619,0.866438,2,0.000000
1.898288,2.420334,0.913538,2,0.000000
1.944492,2.274691,1.041734,2,0.000000
1.971588,2.358314,1.075872,2,0.000000
1.946440,2.309159,1.120401,2,0.000000
1.861827,2.209828,1.260533,2,0.000000
NaN,NaN,1.408399,2,0.000000
1.895011,2.244755,1.448800,2,0.000000
1.915061,2.310301,1.471406,1,0.000000
1.937670,2.342256,1.525510,1,0.000000
1.940981,2.317104,1.579286,1,0.000000
1.937577,2.380095,1.631627,1,0.000000
1.968653,2.386883,1.635888,1,0.000000
1.980054,2.398032,1.635888,1,0.000000
2.004998,2.429873,1.693715,1,0.000000
2.003532,2.423983,1.748208,1,0.000000
1.954362,2.441614,1.747282,1,0.000000
2.015946,2.582215,1.749134,1,0.000000
2.014616,2.499452,1.749892,1,0.000000
2.041444,2.479849,1.750059,1,0.000000
1.805594,2.481230,1.750873,1,0.000000
1.947822,2.502377,1.752615,1,0.000000
2.041502,2.439033,1.752615,1,0.000000
1.998667,2.452844,1.753708,1,0.000000
1.972848,2.416434,1.756096,1,0.000000
2.024203,2.425852,1.756096,1,0.000000
1.951280,2.502889,1.756418,1,0.000000
1.865429,2.496535,1.757477,1,0.000000
2.014609,2.530346,1.758724,1,0.000000
NaN,NaN,1.758942,1,0.000000
2.023308,2.540428,1.758942,1,0.000000
1.862218,2.402964,1.760562,1,0.000000
1.845845,2.442238,1.762496,1,0.000000
1.920474,2.450580,1.762496,1,0.000000
1.898934,2.423035,1.762496,1,0.000000
1.846643,2.562126,1.762496,1,0.000000
1.923958,2.484085,1.762496,1,0.000000
1.871130,2.462362,1.762496,1,0.000000
1.928233,2.429706,1.764076,1,0.000000
2.012184,2.515923,1.765998,1,0.000000
2.058728,2.542909,1.764984,1,0.000000
2.160173,2.617984,1.765312,1,0.000000
NaN,NaN,1.766620,1,0.000000
1.950570,2.502792,1.766620,1,0.000000
2.053865,2.650406,1.767961,1,0.000000
2.003577,2.532597,1.767961,1,0.000000
1.997561,2.547522,1.767961,1,0.000000
1.966287,2.600584,1.768097,1,0.000000
1.922395,2.482921,1.768097,1,0.000000
1.985787,2.618313,1.768097,1,0.000000
1.962355,2.530086,1.767995,1,0.000000
1.979290,2.528143,1.767995,1,0.000000
1.950274,2.479075,1.768097,1,0.000000
2.009276,2.557001,1.768097,1,0.000000
2.034344,2.527795,1.768097,1,0.000000
2.039499,2.505267,1.768199,1,0.000000
1.963345,2.382990,1.768199,1,0.000000
1.980839,2.382520,1.768199,1,0.000000
2.001515,2.364121,1.768199,1,0.000000
2.043016,2.367640,1.768199,1,0.000000
2.009439,2.323887,1.768199,1,0.000000
2.083531,2.329438,1.768199,1,0.000000
2.115099,2.374394,1.768199,1,0.000000
2.022300,2.252481,1.768199,1,0.000000
2.041965,2.242459,1.767995,1,0.000000
2.032022,2.232599,1.767995,1,0.000000
2.069017,2.361328,1.767928,1,0.000000
2.060803,2.366907,1.765312,1,0.000000
2.102911,2.415473,1.765312,1,0.000000
2.054479,2.315906,1.764657,1,0.000000
2.042633,2.350457,1.764657,1,0.000000
NaN,NaN,1.718635,1,0.000000
1.971499,2.191510,1.707192,1,0.000000
1.961909,2.159019,1.707192,1,0.000000
NaN,NaN,1.703038,1,0.000000
1.987905,2.200259,1.696240,1,0.000000
1.988183,2.186525,1.675194,1,0.000000
NaN,NaN,1.673362,1,0.000000
1.923750,2.072130,1.673362,1,0.000000
1.943972,2.012904,1.653463,1,0.000000
1.941853,1.989012,1.653463,1,0.000000
1.887995,1.979827,1.653463,1,0.000000
1.812315,2.005805,1.653463,1,0.000000
1.809086,2.008596,1.653463,1,0.000000
1.843139,1.997363,1.653463,1,0.000000
1.834558,1.954385,1.651698,1,0.000000
